cliente_id,idade,genero,plano,valor_mensal,tempo_assinatura_meses,num_dispositivos,horas_visualizacao_semana,num_reclamacoes_6m,atrasos_pagamento_6m,usa_suporte,satisfacao_score,cancelou
CLI00334,40,Feminino,Padrão,33.67,13,3,4.4,0,1,0,6.6,0
CLI00335,50,Masculino,Premium,53.78,21,1,5.7,0,1,0,7.1,1
CLI00336,40,Feminino,Padrão,32.7,11,5,18.7,1,2,0,6.1,0
CLI00337,44,Masculino,Premium,55.78,4,3,7.1,1,0,0,6.6,0
CLI00338,33,Masculino,Premium,56.46,16,2,3.8,0,0,0,9.7,0
CLI00339,61,Feminino,Básico,20.82,2,2,0.6,1,0,0,7.2,0
CLI00340,33,Feminino,Premium,58.25,9,3,3.4,0,0,0,7.3,0
CLI00341,17,Masculino,Básico,19.89,3,2,4.4,1,0,0,4.1,0
CLI00342,69,Feminino,Premium,56.24,3,3,7.6,1,0,0,6.4,1
CLI00343,50,Masculino,Padrão,32.72,4,3,4.6,1,0,0,6.5,0
CLI00344,31,Masculino,Premium,54.13,7,2,19.3,0,0,0,5.3,0
CLI00345,56,Masculino,Premium,56.29,1,2,5.4,2,1,1,7.0,0
CLI00346,51,Masculino,Premium,56.6,8,6,12.5,0,0,1,6.1,0
CLI00347,48,Masculino,Premium,54.31,11,2,1.5,0,1,1,7.2,1
CLI00348,19,Feminino,Básico,19.76,10,6,6.2,1,1,1,7.2,0
CLI00349,48,Masculino,Básico,16.86,7,5,3.4,1,0,0,5.1,0
CLI00350,29,Masculino,Padrão,34.19,26,3,12.7,1,1,0,6.2,0
CLI00351,36,Feminino,Básico,21.68,3,2,4.8,0,0,0,7.2,0
CLI00352,63,Masculino,Padrão,36.05,10,2,14.6,1,1,0,9.4,0
CLI00353,35,Feminino,Básico,20.9,1,4,9.9,1,0,0,7.5,0
CLI00354,23,Feminino,Premium,55.0,2,3,4.3,2,0,0,5.7,0
CLI00355,22,Feminino,Padrão,34.91,12,2,2.6,0,0,0,7.8,0
CLI00356,18,Masculino,Premium,53.58,12,5,3.6,2,0,0,10.0,0
CLI00357,32,Masculino,Básico,21.3,30,3,5.2,0,1,0,8.8,0
CLI00358,48,Masculino,Premium,55.74,12,2,9.9,0,0,0,8.1,1
CLI00359,63,Feminino,Premium,55.88,45,4,6.3,0,0,1,8.5,0
CLI00360,27,Masculino,Padrão,33.85,1,3,11.1,1,4,0,9.9,1
CLI00361,66,Feminino,Padrão,30.59,2,5,15.3,1,2,1,9.2,0
CLI00362,37,Masculino,Premium,57.09,1,5,6.6,0,0,0,8.1,0
CLI00363,37,Feminino,Básico,18.94,3,2,2.9,0,1,0,9.1,0
CLI00364,61,Masculino,Padrão,33.17,11,5,8.3,1,0,0,4.8,1
CLI00365,45,Masculino,Padrão,36.29,15,1,20.7,1,0,0,4.0,0
CLI00366,53,Masculino,Básico,19.12,1,4,11.5,0,1,0,7.3,0
CLI00367,53,Feminino,Padrão,37.02,41,4,7.9,0,1,0,7.1,0
CLI00368,60,Feminino,Básico,21.13,26,3,3.2,0,3,0,5.9,1
CLI00369,66,Masculino,Básico,21.27,5,4,5.6,1,0,1,8.7,1
CLI00370,69,Masculino,Básico,17.17,2,2,1.6,1,0,0,3.3,1
CLI00371,23,Feminino,Premium,57.32,3,5,2.5,0,2,0,5.9,1
CLI00372,42,Feminino,Padrão,35.42,2,4,8.4,0,0,0,6.0,0
CLI00373,42,Feminino,Premium,54.16,2,1,1.3,0,0,0,3.7,1
CLI00374,49,Masculino,Padrão,35.19,11,3,5.0,1,0,0,10.0,0
CLI00375,36,Feminino,Básico,16.35,4,2,2.3,0,0,0,4.3,1
CLI00376,45,Masculino,Padrão,35.72,7,1,2.6,0,0,0,5.8,0
CLI00377,48,Feminino,Padrão,32.84,64,4,6.7,2,0,0,8.8,0
CLI00378,43,Masculino,Básico,17.19,17,2,3.6,0,1,0,8.3,0
CLI00379,62,Feminino,Padrão,31.86,42,2,1.9,0,0,0,4.8,0
CLI00380,48,Feminino,Básico,22.13,3,2,4.2,2,1,0,8.4,1
CLI00381,20,Feminino,Padrão,33.64,7,5,1.8,2,0,0,7.6,0
CLI00382,63,Feminino,Padrão,37.97,12,4,14.0,0,0,0,10.0,0
CLI00383,34,Feminino,Básico,18.83,2,1,10.3,0,0,0,7.8,0
CLI00384,19,Masculino,Básico,16.49,1,2,10.2,0,0,0,6.7,0
CLI00385,50,Feminino,Premium,52.67,16,5,3.3,1,0,0,5.3,0
CLI00386,64,Feminino,Padrão,37.37,15,3,8.6,2,0,1,5.5,1
CLI00387,32,Feminino,Básico,19.59,8,2,7.4,0,0,0,5.3,1
CLI00388,59,Masculino,Premium,53.8,10,3,3.5,2,0,0,9.7,0
CLI00389,43,Feminino,Básico,20.22,8,2,6.1,0,1,0,7.0,1
CLI00390,45,Masculino,Padrão,35.9,1,4,1.5,0,1,1,8.1,0
CLI00391,44,Feminino,Premium,57.13,6,4,2.7,2,0,0,10.0,1
CLI00392,61,Feminino,Básico,22.8,3,6,5.9,1,1,0,2.3,1
CLI00393,68,Masculino,Básico,19.18,2,2,4.4,2,0,0,9.6,0
CLI00394,21,Feminino,Básico,17.25,44,4,8.1,1,1,0,7.1,0
CLI00395,50,Masculino,Básico,19.07,13,2,3.6,0,2,0,7.9,0
CLI00396,56,Masculino,Básico,20.42,19,5,4.9,0,0,0,5.3,0
CLI00397,52,Feminino,Padrão,32.97,6,3,6.3,0,0,0,5.5,0
CLI00398,39,Masculino,Básico,17.99,7,4,3.4,0,3,0,8.0,1
CLI00399,44,Feminino,Padrão,35.59,4,2,4.8,1,1,0,10.0,0
CLI00400,64,Feminino,Premium,54.8,2,3,7.3,0,0,0,9.0,0
CLI00401,61,Masculino,Premium,54.97,3,3,16.6,1,1,0,9.5,0
CLI00402,68,Masculino,Padrão,33.38,23,3,3.4,2,1,0,6.6,1
CLI00403,46,Masculino,Básico,19.44,16,2,4.4,0,1,1,5.8,0
CLI00404,50,Masculino,Padrão,33.05,12,5,11.5,1,0,0,5.4,0
CLI00405,48,Feminino,Padrão,36.68,10,2,13.3,0,0,0,6.0,0
CLI00406,67,Feminino,Padrão,36.97,36,2,9.2,0,0,0,2.9,0
CLI00407,36,Masculino,Básico,16.21,2,3,13.1,0,0,1,5.6,0
CLI00408,47,Feminino,Premium,53.04,5,3,3.2,0,1,0,5.9,1
CLI00409,38,Feminino,Padrão,31.91,7,6,12.3,0,0,0,6.6,0
CLI00410,48,Feminino,Básico,18.6,22,1,10.5,0,0,1,7.3,1
CLI00411,18,Feminino,Padrão,34.73,69,1,2.6,1,0,0,7.7,0
CLI00412,33,Masculino,Padrão,32.0,4,3,5.0,0,2,0,7.0,0
CLI00413,40,Masculino,Premium,53.06,30,2,0.8,0,0,0,5.8,0
CLI00414,57,Feminino,Padrão,32.89,25,5,7.0,0,1,0,3.1,0
CLI00415,46,Masculino,Premium,55.31,4,5,12.2,0,0,0,5.8,0
CLI00416,69,Masculino,Básico,20.04,8,3,4.2,0,0,1,5.1,0
CLI00417,18,Masculino,Padrão,33.46,8,2,2.8,0,0,1,7.9,0
CLI00418,55,Feminino,Padrão,35.25,54,2,2.7,1,0,0,8.8,0
CLI00419,61,Feminino,Básico,18.81,3,5,6.2,0,0,0,8.9,0
CLI00420,39,Feminino,Básico,19.36,23,2,9.1,0,1,0,8.5,0
CLI00421,65,Masculino,Premium,58.25,6,6,16.8,1,0,1,6.7,0
CLI00422,47,Feminino,Básico,22.58,19,1,0.7,1,0,0,6.0,0
CLI00423,62,Feminino,Padrão,32.3,8,2,15.5,0,0,0,5.5,0
CLI00424,37,Masculino,Básico,21.56,13,4,7.2,0,0,0,4.0,0
CLI00425,38,Feminino,Básico,21.52,26,2,11.8,1,1,0,9.0,0
CLI00426,17,Feminino,Básico,17.6,23,4,10.1,2,1,0,6.7,0
CLI00427,42,Masculino,Premium,56.54,29,3,6.5,0,1,1,4.5,1
CLI00428,57,Masculino,Premium,57.98,1,3,6.3,1,0,0,5.3,0
CLI00429,17,Masculino,Premium,52.65,17,2,8.3,0,1,0,5.3,0
CLI00430,41,Feminino,Padrão,33.06,3,3,5.2,0,1,0,7.1,0
CLI00431,32,Feminino,Básico,21.94,8,1,5.6,1,3,1,9.1,0
CLI00432,55,Feminino,Padrão,35.44,12,2,9.4,0,0,0,6.3,0
CLI00433,48,Masculino,Padrão,36.0,8,1,3.4,0,3,0,2.5,0
CLI00434,24,Masculino,Premium,55.58,11,6,12.5,1,1,1,6.6,0
CLI00435,58,Feminino,Básico,20.68,72,5,11.9,1,0,0,6.7,0
CLI00436,69,Feminino,Padrão,32.25,3,4,4.4,0,0,1,6.6,1
CLI00437,63,Masculino,Básico,21.99,16,2,9.5,1,0,0,5.7,0
CLI00438,54,Masculino,Básico,22.24,8,3,8.7,2,1,0,7.4,0
CLI00439,44,Masculino,Padrão,34.44,2,2,4.1,0,1,0,7.1,0
CLI00440,57,Masculino,Padrão,34.81,3,5,10.0,1,0,0,7.0,0
CLI00441,41,Feminino,Padrão,31.84,42,2,16.3,0,0,0,7.8,0
CLI00442,50,Masculino,Padrão,35.93,30,1,12.8,1,0,0,6.1,0
CLI00443,65,Feminino,Padrão,36.04,34,4,1.8,1,0,0,6.0,0
CLI00444,40,Feminino,Premium,54.78,67,2,8.9,1,2,0,9.8,0
CLI00445,39,Feminino,Premium,57.15,4,4,11.5,0,0,0,8.1,0
CLI00446,28,Masculino,Premium,54.23,7,1,3.9,1,0,1,8.7,0
CLI00447,22,Masculino,Premium,56.03,16,3,12.5,0,1,0,9.5,0
CLI00448,51,Masculino,Básico,17.86,10,3,3.5,0,0,0,8.1,0
CLI00449,60,Masculino,Padrão,34.85,8,2,5.2,1,0,0,8.9,0
CLI00450,35,Feminino,Padrão,34.55,7,4,3.6,3,1,0,3.8,1
CLI00451,16,Masculino,Básico,20.35,13,4,3.2,0,0,0,7.4,0
CLI00452,23,Masculino,Premium,54.16,12,2,8.3,1,2,0,6.6,1
CLI00453,61,Feminino,Básico,19.64,3,2,2.0,0,0,0,10.0,0
CLI00454,31,Masculino,Premium,56.55,9,4,5.4,0,2,0,8.9,0
CLI00455,29,Feminino,Padrão,34.03,12,2,8.3,0,1,0,5.7,1
CLI00456,27,Feminino,Padrão,31.69,12,1,3.7,0,0,0,7.7,0
CLI00457,66,Feminino,Padrão,38.4,4,2,13.9,0,0,0,7.3,0
CLI00458,38,Feminino,Premium,57.66,19,4,5.7,1,1,0,7.9,0
CLI00459,30,Feminino,Padrão,32.32,1,5,17.9,0,0,0,5.0,0
CLI00460,43,Feminino,Padrão,36.28,7,3,1.8,0,0,0,7.7,0
CLI00461,49,Feminino,Básico,18.89,22,1,8.5,1,1,0,6.5,0
CLI00462,17,Feminino,Padrão,35.43,12,3,7.4,2,1,0,7.6,1
CLI00463,47,Masculino,Básico,20.49,5,2,4.8,0,0,1,5.6,0
CLI00464,38,Masculino,Padrão,34.43,17,4,6.5,0,0,0,5.8,0
CLI00465,37,Masculino,Padrão,33.33,12,3,9.3,3,0,0,9.3,1
CLI00466,66,Masculino,Padrão,33.52,23,3,10.5,1,0,0,4.9,1
CLI00467,40,Feminino,Básico,18.07,19,3,5.9,0,0,1,5.0,0
CLI00468,37,Masculino,Básico,18.24,14,1,8.6,2,0,0,6.9,0
CLI00469,37,Feminino,Padrão,34.77,10,4,3.4,0,1,1,5.5,0
CLI00470,64,Masculino,Básico,18.47,3,3,10.7,0,1,0,5.2,0
CLI00471,67,Masculino,Básico,21.26,5,1,15.7,0,1,0,7.2,0
CLI00472,57,Masculino,Básico,22.87,8,3,11.2,0,1,0,4.0,0
CLI00473,21,Feminino,Premium,53.74,13,3,3.6,2,1,0,5.0,0
CLI00474,30,Masculino,Padrão,35.38,11,3,2.9,1,1,0,10.0,0
CLI00475,69,Feminino,Padrão,35.9,5,3,25.1,1,0,1,7.9,0
CLI00476,58,Feminino,Básico,20.84,1,4,15.0,0,0,0,5.5,1
CLI00477,52,Masculino,Básico,20.05,10,2,10.6,1,0,0,7.8,0
CLI00478,48,Masculino,Premium,56.39,5,3,16.4,2,0,1,8.1,0
CLI00479,23,Masculino,Padrão,35.86,19,3,6.4,1,1,0,9.0,0
CLI00480,68,Feminino,Básico,17.42,1,4,10.4,1,0,0,6.7,0
CLI00481,59,Masculino,Básico,21.64,13,3,13.8,0,0,0,9.0,0
CLI00482,59,Feminino,Básico,21.67,40,5,5.2,0,1,0,2.9,0
CLI00483,20,Feminino,Padrão,33.37,3,3,8.9,1,0,0,4.9,1
CLI00484,54,Masculino,Premium,54.98,9,2,12.9,1,1,0,7.3,1
CLI00485,19,Masculino,Básico,21.27,2,2,2.8,2,0,1,7.7,1
CLI00486,21,Feminino,Básico,19.48,14,1,4.9,0,0,0,5.2,0
CLI00487,60,Feminino,Básico,22.05,12,3,12.7,1,1,0,7.5,0
CLI00488,47,Feminino,Premium,59.63,8,5,7.5,1,0,0,5.8,0
CLI00489,67,Masculino,Básico,18.33,11,2,6.8,0,0,0,6.4,1
CLI00490,45,Feminino,Premium,52.14,32,1,6.3,1,0,0,9.0,0
CLI00491,62,Masculino,Padrão,35.51,4,3,13.5,0,1,0,8.8,0
CLI00492,50,Feminino,Padrão,36.34,1,1,3.0,0,0,0,5.0,0
CLI00493,55,Feminino,Básico,19.44,28,1,4.6,2,0,0,4.9,0
CLI00494,67,Masculino,Básico,22.81,13,4,2.0,0,2,0,6.2,0
CLI00495,31,Feminino,Padrão,32.22,31,3,5.1,0,1,0,6.9,0
CLI00496,28,Masculino,Premium,56.29,13,4,7.2,0,0,0,5.7,0
CLI00497,65,Masculino,Padrão,33.69,24,2,1.1,0,0,0,9.1,0
CLI00498,57,Feminino,Padrão,38.34,8,2,3.4,1,0,0,7.7,1
CLI00499,45,Masculino,Básico,23.89,20,3,7.5,0,1,0,7.8,0
CLI00500,34,Masculino,Premium,53.37,35,5,8.8,1,0,1,4.5,0
CLI00501,32,Feminino,Premium,53.8,12,4,18.7,1,0,0,9.3,0
CLI00502,34,Masculino,Básico,21.62,3,2,9.7,0,0,1,1.4,1
CLI00503,43,Masculino,Premium,54.13,5,5,5.7,2,1,0,8.7,1
CLI00504,41,Masculino,Padrão,34.81,4,2,7.1,2,0,1,8.9,1
CLI00505,52,Feminino,Padrão,34.95,4,4,7.3,0,1,0,6.1,0
CLI00506,41,Masculino,Padrão,31.06,6,2,4.6,1,1,0,9.5,1
CLI00507,68,Feminino,Premium,54.87,12,2,7.7,1,2,0,6.9,1
CLI00508,38,Feminino,Padrão,33.52,13,3,4.4,1,0,0,7.1,0
CLI00509,24,Masculino,Básico,18.91,8,4,8.0,0,0,0,7.7,0
CLI00510,27,Masculino,Básico,22.79,14,2,6.3,1,0,0,10.0,0
CLI00511,68,Masculino,Premium,52.39,2,4,5.5,0,0,0,9.7,0
CLI00512,16,Feminino,Básico,21.53,2,3,5.7,0,0,0,8.4,0
CLI00513,16,Masculino,Padrão,34.34,3,3,10.8,0,1,1,5.2,0
CLI00514,62,Masculino,Padrão,34.34,11,3,10.1,1,0,0,7.3,0
CLI00515,49,Masculino,Padrão,36.48,4,1,5.3,1,0,0,5.4,1
CLI00516,47,Masculino,Padrão,35.58,5,6,10.5,1,0,0,8.6,0
CLI00517,69,Masculino,Premium,56.04,8,3,6.2,2,1,0,7.3,0
CLI00518,63,Feminino,Básico,21.84,24,3,6.2,1,1,0,4.8,0
CLI00519,40,Feminino,Básico,19.24,1,1,4.6,2,0,0,7.2,0
CLI00520,55,Masculino,Básico,18.68,15,5,17.5,1,0,0,5.3,0
CLI00521,60,Masculino,Premium,52.73,16,2,16.3,0,1,1,7.3,0
CLI00522,68,Masculino,Padrão,33.25,23,2,3.9,0,0,0,5.3,0
CLI00523,16,Masculino,Básico,25.8,38,6,5.1,0,0,0,7.1,0
CLI00524,31,Feminino,Premium,57.39,1,1,8.4,1,1,0,8.5,0
CLI00525,54,Masculino,Premium,52.2,3,3,9.5,1,0,0,6.9,0
CLI00526,20,Feminino,Premium,52.26,31,2,2.8,0,0,0,6.2,0
CLI00527,37,Feminino,Premium,55.86,9,4,3.2,1,2,0,7.4,0
CLI00528,44,Masculino,Básico,20.99,12,3,9.5,1,1,0,8.4,0
CLI00529,18,Feminino,Premium,56.0,16,6,1.8,1,0,0,4.8,1
CLI00530,27,Feminino,Padrão,34.39,16,4,3.9,0,2,0,7.5,0
CLI00531,41,Feminino,Premium,54.65,38,3,11.6,2,0,1,9.6,0
CLI00532,31,Feminino,Padrão,35.56,72,3,11.2,0,1,0,8.1,0
CLI00533,66,Masculino,Premium,55.07,18,2,16.9,0,1,0,7.1,0
CLI00534,52,Masculino,Padrão,30.46,5,1,20.5,0,0,0,8.3,0
CLI00535,37,Feminino,Básico,19.44,30,2,31.5,2,0,0,7.9,0
CLI00536,44,Masculino,Padrão,33.2,1,4,5.0,0,0,0,8.5,1
CLI00537,29,Masculino,Premium,55.25,4,2,4.1,1,0,0,3.0,1
CLI00538,43,Masculino,Premium,60.87,32,2,8.6,1,0,0,3.9,0
CLI00539,20,Masculino,Básico,20.63,5,1,2.0,1,2,0,9.0,0
CLI00540,62,Masculino,Básico,19.27,4,3,5.5,1,0,1,4.0,0
CLI00541,64,Feminino,Básico,21.74,3,4,7.2,0,0,0,7.8,1
CLI00542,45,Masculino,Padrão,35.87,28,5,9.1,1,0,0,6.3,0
CLI00543,61,Masculino,Premium,55.74,10,3,9.7,0,0,1,5.0,0
CLI00544,67,Masculino,Básico,21.11,16,4,5.3,0,0,1,7.7,0
CLI00545,20,Masculino,Padrão,39.01,4,4,2.3,0,0,0,7.4,0
CLI00546,27,Feminino,Premium,52.64,20,3,2.8,2,0,0,10.0,0
CLI00547,31,Feminino,Padrão,35.85,20,4,1.0,1,0,0,5.8,1
CLI00548,41,Feminino,Padrão,33.05,6,1,4.2,1,1,0,9.9,0
CLI00549,41,Feminino,Padrão,36.01,8,3,2.0,1,4,0,7.7,1
CLI00550,63,Masculino,Padrão,33.06,4,3,4.5,0,0,0,5.7,0
CLI00551,36,Feminino,Básico,19.07,53,5,8.6,0,0,0,8.6,0
CLI00552,54,Masculino,Padrão,34.31,15,3,2.4,0,3,0,8.1,1
CLI00553,51,Masculino,Padrão,36.85,39,3,7.0,1,1,0,7.1,0
CLI00554,48,Masculino,Premium,56.74,6,3,5.3,1,0,0,7.5,0
CLI00555,45,Masculino,Padrão,32.41,22,3,8.3,2,1,0,5.8,0
CLI00556,52,Masculino,Premium,55.01,21,2,9.6,2,1,0,5.3,0
CLI00557,38,Feminino,Básico,18.48,17,3,5.0,1,1,0,8.5,0
CLI00558,25,Feminino,Padrão,32.38,48,4,6.5,0,3,0,6.6,0
CLI00559,69,Feminino,Básico,19.47,8,2,5.3,0,1,0,6.8,0
CLI00560,20,Feminino,Básico,19.28,2,4,4.6,1,0,0,7.6,0
CLI00561,51,Masculino,Padrão,39.75,16,4,3.8,0,0,0,7.5,0
CLI00562,49,Feminino,Premium,55.77,19,2,9.0,0,1,1,4.1,1
CLI00563,67,Masculino,Básico,17.14,12,2,15.0,1,1,1,9.6,0
CLI00564,46,Feminino,Padrão,33.77,4,5,13.9,0,0,0,7.2,1
CLI00565,25,Masculino,Premium,56.94,10,3,2.2,0,1,1,6.6,0
CLI00566,34,Masculino,Básico,24.08,6,2,14.8,3,1,0,7.9,0
CLI00567,47,Feminino,Padrão,31.73,8,2,3.1,0,0,0,7.5,0
CLI00568,16,Masculino,Padrão,31.14,15,1,7.2,1,0,1,8.5,0
CLI00569,20,Masculino,Padrão,38.64,20,3,8.2,0,0,0,8.1,0
CLI00570,60,Feminino,Básico,20.68,4,4,1.7,0,0,0,8.4,0
CLI00571,19,Masculino,Padrão,33.16,8,3,5.7,1,0,0,9.7,0
CLI00572,31,Feminino,Premium,55.97,5,2,15.4,0,0,0,8.8,0
CLI00573,39,Feminino,Padrão,29.63,4,2,0.6,1,0,0,6.7,1
CLI00574,31,Feminino,Básico,19.91,22,5,26.3,0,0,0,4.8,0
CLI00575,17,Masculino,Premium,55.56,34,2,0.9,0,1,0,10.0,0
CLI00576,64,Masculino,Básico,21.75,7,2,8.0,2,1,0,6.5,0
CLI00577,43,Masculino,Padrão,32.87,20,4,1.8,1,1,0,6.1,1
CLI00578,47,Feminino,Básico,20.07,32,2,8.9,2,0,1,3.5,0
CLI00579,42,Masculino,Premium,53.05,27,2,13.5,1,1,0,7.7,0
CLI00580,35,Feminino,Padrão,35.41,3,4,11.2,0,2,0,7.3,0
CLI00581,39,Feminino,Básico,18.11,44,3,12.4,1,1,0,4.0,0
CLI00582,27,Masculino,Básico,19.08,7,3,5.3,0,0,0,7.9,0
CLI00583,65,Feminino,Básico,17.91,6,3,15.4,0,0,0,6.0,0
CLI00584,50,Masculino,Premium,56.2,1,3,22.6,0,1,0,10.0,0
CLI00585,48,Masculino,Premium,56.62,10,4,7.0,1,1,0,5.9,1
CLI00586,48,Masculino,Padrão,34.43,2,4,4.9,1,0,1,6.1,0
CLI00587,66,Masculino,Padrão,34.98,5,6,3.5,0,1,0,5.3,1
CLI00588,58,Masculino,Padrão,32.0,6,2,10.7,0,1,0,9.6,0
CLI00589,52,Feminino,Premium,54.3,24,4,12.8,0,0,0,6.3,0
CLI00590,27,Feminino,Padrão,34.8,30,2,4.9,2,0,0,5.6,0
CLI00591,18,Feminino,Padrão,40.14,6,1,17.5,2,1,0,8.4,0
CLI00592,16,Masculino,Padrão,32.68,28,3,10.1,1,0,0,4.2,0
CLI00593,48,Masculino,Padrão,37.83,28,4,6.9,0,0,0,8.3,0
CLI00594,55,Masculino,Básico,21.89,21,2,8.2,0,0,0,10.0,0
CLI00595,25,Feminino,Padrão,35.46,3,5,2.9,0,0,0,8.1,0
CLI00596,58,Masculino,Padrão,38.42,17,2,10.6,0,0,1,8.3,0
CLI00597,59,Feminino,Premium,55.64,41,1,3.0,0,1,1,8.7,0
CLI00598,44,Feminino,Básico,20.68,17,3,4.4,0,1,0,10.0,0
CLI00599,28,Masculino,Padrão,34.79,6,1,6.2,3,0,0,9.4,0
CLI00600,27,Masculino,Padrão,37.35,10,5,20.4,0,0,0,7.9,0
CLI00601,46,Feminino,Padrão,37.09,15,2,7.7,0,1,0,8.8,0
CLI00602,61,Masculino,Básico,18.65,11,3,3.3,0,0,0,5.2,1
CLI00603,17,Feminino,Padrão,32.26,2,2,8.2,1,0,0,8.6,0
CLI00604,66,Masculino,Padrão,34.49,6,2,9.7,1,1,0,5.0,0
CLI00605,65,Masculino,Padrão,33.3,23,2,14.2,0,2,0,6.3,0
CLI00606,50,Feminino,Padrão,34.77,28,3,6.4,0,0,1,1.0,0
CLI00607,38,Masculino,Padrão,37.37,3,2,3.7,1,0,0,7.8,0
CLI00608,32,Feminino,Premium,53.99,43,3,23.8,0,0,0,5.7,0
CLI00609,41,Masculino,Básico,19.81,6,4,8.2,0,0,0,9.2,0
CLI00610,23,Feminino,Premium,55.02,16,5,3.3,0,0,1,7.8,0
CLI00611,44,Feminino,Padrão,36.6,20,3,6.4,0,0,0,9.2,0
CLI00612,41,Masculino,Básico,15.41,24,3,4.4,2,0,0,4.8,0
CLI00613,25,Feminino,Básico,18.69,41,4,14.7,0,0,0,9.1,0
CLI00614,41,Masculino,Básico,20.32,6,4,9.7,1,1,0,10.0,0
CLI00615,49,Masculino,Premium,57.3,28,3,5.1,0,1,0,8.5,0
CLI00616,66,Masculino,Padrão,33.92,2,4,12.8,0,0,0,8.6,0
CLI00617,56,Feminino,Premium,51.15,18,2,6.0,0,0,0,7.3,0
CLI00618,22,Feminino,Padrão,36.14,19,5,6.3,2,0,0,6.0,0
CLI00619,19,Masculino,Padrão,33.63,16,1,3.6,0,0,0,8.5,0
CLI00620,68,Masculino,Básico,17.52,5,6,3.6,0,2,0,4.0,1
CLI00621,65,Feminino,Básico,18.65,29,3,22.8,0,0,0,6.2,0
CLI00622,60,Masculino,Padrão,34.53,3,2,12.4,2,0,0,3.5,1
CLI00623,26,Masculino,Básico,18.69,1,2,1.1,2,0,0,5.6,1
CLI00624,44,Feminino,Básico,15.49,18,2,3.0,0,0,0,8.3,0
CLI00625,51,Masculino,Padrão,36.69,10,3,2.5,0,0,1,8.0,0
CLI00626,40,Feminino,Padrão,37.45,27,2,6.8,1,0,0,7.1,0
CLI00627,36,Masculino,Premium,56.2,7,5,4.7,3,0,1,7.3,0
CLI00628,51,Feminino,Premium,52.62,3,4,16.7,1,0,1,3.2,0
CLI00629,25,Masculino,Padrão,34.5,26,1,5.1,1,0,0,6.3,0
CLI00630,52,Masculino,Padrão,34.89,12,3,21.4,0,0,1,5.6,0
CLI00631,24,Feminino,Padrão,36.1,3,1,6.1,1,1,0,5.7,1
CLI00632,39,Masculino,Premium,56.24,18,1,24.3,0,3,0,8.2,0
CLI00633,50,Feminino,Básico,18.43,11,3,5.6,1,1,0,5.3,1
CLI00634,64,Masculino,Padrão,35.06,13,4,5.7,1,0,0,5.8,0
CLI00635,50,Feminino,Premium,55.81,9,3,12.2,1,0,0,2.8,0
CLI00636,63,Feminino,Padrão,37.81,25,3,11.1,0,3,0,6.4,0
CLI00637,51,Feminino,Padrão,36.31,25,2,2.1,0,2,0,4.8,0
CLI00638,33,Feminino,Padrão,36.48,18,1,6.9,1,0,0,7.2,0
CLI00639,64,Masculino,Básico,20.07,2,3,4.7,0,3,0,5.1,0
CLI00640,54,Masculino,Padrão,37.72,26,4,4.5,1,0,0,7.2,0
CLI00641,47,Feminino,Básico,20.72,16,4,6.9,0,0,0,6.7,0
CLI00642,39,Feminino,Básico,18.18,17,4,5.2,1,1,1,10.0,0
CLI00643,38,Feminino,Básico,22.71,7,4,7.4,0,0,0,8.0,0
CLI00644,47,Masculino,Premium,56.3,30,1,2.8,0,0,0,3.3,0
CLI00645,52,Masculino,Básico,19.01,19,2,1.7,1,2,1,4.5,0
CLI00646,27,Masculino,Padrão,33.94,2,3,12.5,1,1,0,7.1,0
CLI00647,64,Masculino,Básico,20.49,8,2,13.8,0,0,0,5.1,0
CLI00648,28,Feminino,Premium,55.83,31,5,12.0,0,0,0,1.1,0
CLI00649,38,Feminino,Básico,20.29,1,1,6.7,0,1,0,9.7,0
CLI00650,40,Feminino,Padrão,35.52,46,2,4.9,1,1,1,8.4,0
CLI00651,50,Masculino,Premium,58.3,16,5,4.0,0,0,0,8.0,0
CLI00652,56,Masculino,Premium,57.04,14,2,3.4,0,1,0,5.8,0
CLI00653,45,Masculino,Básico,20.28,5,3,6.1,1,1,0,7.9,1
CLI00654,32,Feminino,Premium,56.78,5,5,13.6,2,0,0,5.6,1
CLI00655,64,Feminino,Padrão,32.83,40,3,3.7,0,0,0,7.4,0
CLI00656,35,Masculino,Padrão,35.7,5,4,13.6,0,0,1,5.2,0
CLI00657,63,Feminino,Básico,23.52,21,2,1.7,1,1,1,10.0,1
CLI00658,40,Masculino,Básico,19.46,7,3,7.7,0,0,0,3.9,1
CLI00659,37,Masculino,Padrão,33.2,3,2,8.9,1,0,0,9.5,0
CLI00660,28,Feminino,Padrão,33.6,1,4,4.3,1,1,0,7.1,0
CLI00661,34,Masculino,Padrão,32.72,12,4,2.7,1,0,0,6.0,0
CLI00662,64,Feminino,Padrão,33.33,53,2,11.5,2,0,0,7.3,0
CLI00663,51,Masculino,Premium,54.16,7,4,6.7,2,1,0,8.5,0
CLI00664,27,Feminino,Básico,17.09,7,4,29.0,1,0,1,9.7,0
CLI00665,56,Feminino,Padrão,34.93,6,4,13.7,2,1,0,7.6,0
CLI00666,34,Feminino,Básico,21.7,11,3,13.8,0,1,0,5.2,0
CLI00667,27,Masculino,Premium,53.08,9,1,0.5,1,1,0,7.1,1
CLI00668,24,Masculino,Padrão,37.94,30,5,3.8,0,1,0,10.0,0
